Age,Gender,Occupations,Weight,Education,Choosed
9,male,programmer,52,university,no
82,third,neet,38,primary,no
19,male,singer,37,university,yes
79,female,chef,51,university,no
72,female,programmer,59,master,no
21,third,student,51,master,yes
45,third,scientest,96,master,yes
43,male,salesman,49,doctor,no
73,male,salesman,47,master,no
66,third,scientest,75,senior high,no
85,female,engineer,44,university,no
9,female,singer,79,primary,no
39,female,teacher,65,junior high,yes
15,male,salesman,73,senior high,no
65,third,student,55,junior high,no
74,third,neet,99,senior high,no
86,female,chef,84,university,no
37,third,engineer,64,primary,no
46,male,singer,55,primary,no
17,female,chef,59,junior high,no
14,third,scientest,69,doctor,no
7,male,scientest,48,senior high,no
81,male,student,87,junior high,no
65,male,singer,44,primary,no
8,male,neet,92,junior high,no
27,male,salesman,70,senior high,no
42,female,student,92,junior high,no
77,male,engineer,71,master,no
56,male,programmer,95,university,no
49,male,engineer,85,senior high,no
92,third,singer,67,university,no
68,third,scientest,84,university,no
46,male,programmer,37,primary,no
15,third,chef,83,primary,no
97,male,scientest,53,university,no
12,male,programmer,59,master,no
36,male,teacher,94,master,no
39,female,singer,82,university,no
90,male,chef,41,doctor,no
10,female,teacher,77,junior high,no
15,third,student,40,primary,no
27,third,singer,65,university,no
94,third,chef,58,senior high,no
10,male,student,43,doctor,yes
57,third,neet,85,junior high,no
78,male,engineer,83,master,no
73,female,teacher,89,primary,no
89,female,engineer,63,junior high,no
80,female,chef,65,university,no
70,female,programmer,50,doctor,no
11,female,singer,68,primary,no
85,third,teacher,68,primary,no
77,third,neet,85,doctor,no
62,female,singer,61,primary,no
70,female,programmer,87,university,no
32,female,salesman,64,doctor,yes
6,female,singer,76,university,no
54,third,salesman,64,junior high,no
89,male,singer,67,primary,no
87,third,programmer,67,university,no
23,third,teacher,97,doctor,no
71,female,teacher,49,master,no
32,female,engineer,66,doctor,yes
80,female,student,94,university,no
93,female,teacher,46,doctor,no
26,female,neet,69,primary,yes
55,third,programmer,99,university,no
53,male,neet,75,primary,no
65,third,singer,96,junior high,no
18,third,student,38,primary,no
89,third,student,71,master,no
2,female,teacher,67,junior high,no
26,third,student,74,university,no
67,female,singer,63,primary,no
62,female,engineer,46,senior high,no
42,third,teacher,97,university,no
22,male,singer,69,doctor,no
17,male,teacher,52,senior high,no
22,male,neet,69,master,no
88,female,programmer,43,junior high,no
27,female,singer,59,doctor,no
95,third,student,82,junior high,no
37,female,student,86,doctor,no
37,third,engineer,99,junior high,no
62,third,engineer,60,junior high,no
55,female,singer,66,university,no
10,male,salesman,72,doctor,no
75,female,neet,50,university,no
15,third,singer,54,doctor,no
35,male,singer,51,senior high,no
95,third,chef,63,doctor,no
17,third,student,77,doctor,no
58,male,singer,56,primary,no
8,third,neet,62,senior high,no
92,female,neet,54,senior high,no
16,third,chef,48,doctor,no
6,male,student,53,university,no
61,female,neet,38,master,no
80,female,scientest,49,primary,no
45,third,programmer,52,master,yes
66,third,scientest,56,junior high,no
79,female,neet,38,senior high,no
45,female,teacher,37,senior high,no
58,third,chef,37,senior high,no
20,male,student,89,master,no
0,female,engineer,89,master,no
78,male,engineer,87,senior high,no
41,third,scientest,38,junior high,no
45,third,neet,85,university,no
29,male,chef,94,senior high,yes
71,third,chef,78,doctor,no
5,female,scientest,45,master,no
87,female,singer,74,senior high,no
5,male,student,57,doctor,no
95,third,singer,97,junior high,no
88,female,programmer,76,primary,no
25,third,teacher,69,junior high,no
39,male,engineer,93,senior high,no
95,male,programmer,74,senior high,no
78,third,programmer,84,master,no
88,third,neet,40,university,no
51,third,salesman,67,senior high,no
66,female,singer,35,university,no
78,male,singer,39,primary,no
56,female,neet,63,doctor,no
17,male,teacher,83,senior high,no
24,third,student,59,senior high,no
65,male,engineer,81,primary,no
69,third,engineer,47,senior high,no
50,male,teacher,97,senior high,no
15,female,teacher,55,master,no
68,third,scientest,75,master,no
1,male,teacher,54,master,no
80,female,singer,89,junior high,no
12,third,salesman,97,doctor,no
84,third,engineer,55,university,no
66,male,chef,71,university,no
40,female,programmer,96,senior high,no
66,third,teacher,61,junior high,no
66,third,singer,64,doctor,no
70,female,salesman,75,senior high,no
6,female,programmer,65,junior high,no
42,third,neet,85,junior high,no
31,female,student,62,primary,no
93,third,scientest,78,master,no
45,male,scientest,77,doctor,yes
87,female,programmer,68,doctor,no
98,female,neet,69,master,no
12,male,salesman,91,junior high,no
58,third,engineer,66,university,no
39,third,singer,81,senior high,no
36,male,chef,93,senior high,yes
31,third,singer,82,master,no
66,male,singer,93,senior high,no
13,third,teacher,57,junior high,no
54,female,programmer,59,doctor,no
78,third,engineer,95,university,no
73,third,teacher,79,master,no
55,third,engineer,44,junior high,no
58,male,programmer,47,primary,no
31,third,programmer,82,university,no
24,third,teacher,74,senior high,yes
11,male,scientest,88,university,no
18,male,teacher,81,senior high,no
10,third,singer,48,primary,no
38,female,engineer,57,primary,no
53,male,chef,43,senior high,no
9,third,programmer,62,doctor,no
57,third,salesman,91,university,no
62,third,teacher,70,primary,no
85,female,chef,87,doctor,no
42,male,chef,87,senior high,yes
91,female,teacher,65,doctor,no
29,third,student,67,junior high,no
38,third,engineer,99,junior high,yes
54,female,salesman,52,primary,no
2,male,scientest,83,primary,no
85,female,teacher,47,doctor,no
60,male,chef,91,junior high,no
3,third,scientest,61,primary,no
51,third,student,35,senior high,no
47,male,chef,58,senior high,yes
69,female,teacher,71,junior high,no
92,female,engineer,47,university,no
70,female,salesman,76,junior high,no
51,male,engineer,72,junior high,no
39,female,singer,62,master,no
49,male,engineer,55,primary,no
39,third,teacher,96,primary,no
88,third,singer,86,senior high,no
0,male,scientest,51,primary,no
40,male,scientest,79,senior high,no
34,male,neet,85,junior high,no
90,female,salesman,66,master,no
75,third,student,65,master,no
23,male,singer,69,primary,no
39,third,scientest,42,senior high,no
72,male,programmer,78,university,no
15,male,singer,70,senior high,no
36,female,salesman,53,master,no
31,male,chef,81,senior high,yes
93,female,salesman,65,university,no
14,male,salesman,88,master,no
76,third,teacher,70,doctor,no
32,male,neet,47,senior high,no
27,male,teacher,40,senior high,no
31,female,student,75,master,no
90,third,neet,98,master,no
94,third,student,43,primary,no
64,female,chef,97,university,no
39,male,neet,48,master,yes
56,third,teacher,72,junior high,no
89,male,engineer,89,doctor,no
15,female,scientest,99,senior high,no
86,female,programmer,71,junior high,no
7,third,student,88,master,no
81,third,teacher,87,university,no
55,male,salesman,54,junior high,no
26,male,teacher,58,primary,no
79,female,chef,83,master,no
35,third,neet,79,doctor,no
41,male,neet,37,primary,no
10,third,neet,86,primary,no
92,third,chef,51,university,no
19,third,programmer,90,doctor,no
22,third,chef,85,doctor,yes
93,female,engineer,98,senior high,no
9,male,engineer,75,doctor,no
23,third,programmer,91,junior high,no
16,male,teacher,96,master,yes
61,female,singer,91,primary,no
29,male,salesman,63,primary,yes
1,third,teacher,89,doctor,no
54,third,scientest,89,master,no
85,third,student,43,junior high,no
4,male,student,89,senior high,no
15,female,scientest,37,master,yes
52,third,student,46,junior high,no
65,female,neet,77,university,no
58,male,salesman,52,junior high,no
18,third,chef,90,university,yes
57,female,scientest,49,university,no
66,male,engineer,47,junior high,no
14,third,programmer,54,master,no
3,male,student,96,senior high,no
64,male,singer,73,primary,no
56,third,engineer,46,master,no
99,third,chef,39,master,no
14,third,salesman,80,university,no
26,third,chef,85,primary,yes
30,third,salesman,43,junior high,no
35,male,salesman,52,primary,no
85,male,engineer,95,university,no
72,male,student,94,senior high,no
14,third,salesman,76,senior high,no
42,female,engineer,45,junior high,no
89,male,neet,86,doctor,no
35,male,programmer,66,senior high,no
50,female,scientest,54,junior high,no
