Age,Gender,Occupations,Blood group,Weight,Education,Revenue,Choosed
47,female,programmer,AB,43,university,360,no
29,male,student,O,76,primary,11,yes
51,male,programmer,B,88,primary,27,no
75,female,salesman,O,73,junior high,3500,no
25,male,singer,A,66,senior high,550,no
82,male,scientest,AB,43,junior high,8000,no
33,female,singer,O,79,primary,7600,yes
53,female,neet,O,49,junior high,2800,no
5,female,teacher,O,57,doctor,72,no
1,third,engineer,O,36,senior high,64,no
76,third,student,B,47,master,940,no
46,male,salesman,O,73,senior high,900,no
50,female,neet,AB,46,university,640,no
51,male,programmer,A,75,university,4100,no
64,third,neet,AB,90,senior high,710,no
34,third,singer,B,95,senior high,10,no
6,third,singer,O,39,doctor,5500,no
62,male,engineer,B,82,junior high,21,no
11,third,teacher,O,52,primary,55,no
44,male,programmer,A,46,university,3500,no
11,male,teacher,O,49,master,53,yes
27,female,student,O,49,university,7900,yes
64,female,salesman,O,35,junior high,40,no
10,male,teacher,B,55,primary,180,no
2,male,scientest,O,88,primary,48,no
76,third,student,O,43,master,620,no
24,third,singer,B,73,senior high,210,no
58,female,student,B,93,primary,64,no
58,third,programmer,AB,88,university,6900,no
30,third,programmer,O,66,master,5400,yes
86,third,neet,AB,81,senior high,990,no
84,male,student,A,54,senior high,570,no
64,third,neet,A,55,junior high,80,no
76,male,singer,O,51,senior high,1,no
87,male,scientest,A,38,junior high,36,no
74,female,chef,A,94,university,65,no
61,female,programmer,B,82,university,70,no
9,third,teacher,AB,60,university,9900,no
36,third,engineer,AB,37,university,27,no
28,third,singer,A,61,primary,330,no
30,third,chef,A,89,senior high,7200,yes
12,male,engineer,B,86,university,8400,no
96,third,teacher,A,58,university,59,no
88,male,singer,B,39,junior high,460,no
73,male,student,AB,88,primary,440,no
61,female,teacher,B,86,master,1300,no
7,female,chef,AB,68,master,53,no
58,female,engineer,A,64,master,1000,no
72,third,salesman,AB,98,doctor,18,no
44,male,programmer,AB,61,senior high,330,no
89,female,programmer,A,44,master,610,no
35,third,programmer,AB,51,university,340,no
4,third,programmer,B,71,junior high,400,no
78,female,chef,A,60,master,210,no
80,third,teacher,AB,39,senior high,9000,no
7,male,teacher,O,66,junior high,170,no
29,male,programmer,AB,52,doctor,4600,yes
4,male,scientest,AB,99,senior high,36,no
92,male,neet,A,39,university,400,no
30,third,student,A,89,master,410,no
41,female,scientest,AB,50,doctor,61,yes
28,male,salesman,A,85,university,3300,no
66,male,programmer,B,85,doctor,320,no
82,male,salesman,AB,37,senior high,8200,no
73,male,salesman,A,51,primary,4,no
53,third,salesman,B,71,doctor,40,no
20,male,engineer,B,37,university,4100,no
51,male,chef,AB,86,primary,7000,no
23,male,salesman,AB,57,junior high,940,no
65,female,programmer,O,72,master,100,no
45,male,student,O,89,junior high,300,no
35,male,salesman,AB,61,university,88,no
41,third,salesman,AB,77,senior high,730,no
67,third,engineer,B,54,university,62,no
18,female,teacher,AB,39,primary,280,no
9,third,salesman,B,64,junior high,91,no
70,male,chef,AB,62,junior high,91,no
39,male,neet,A,49,university,710,no
72,male,neet,AB,70,university,450,no
31,male,singer,O,39,university,2,yes
67,male,chef,AB,65,junior high,530,no
62,female,salesman,B,43,university,9800,no
56,third,neet,AB,61,master,8200,no
93,third,student,B,77,doctor,71,no
62,third,neet,A,91,junior high,61,no
40,third,scientest,A,45,doctor,39,yes
72,female,neet,A,81,master,1500,no
97,female,teacher,O,58,senior high,13,no
69,female,programmer,O,71,master,200,no
39,third,singer,B,72,junior high,9000,no
90,third,teacher,B,79,junior high,2400,no
73,female,scientest,B,63,junior high,90,no
45,female,student,O,68,master,2700,no
17,male,student,A,80,primary,16,no
63,female,singer,AB,97,junior high,8800,no
43,male,neet,O,54,primary,10,no
62,male,teacher,B,78,senior high,20,no
47,female,scientest,AB,52,junior high,5700,no
72,female,student,A,94,primary,78,no
81,female,programmer,AB,44,senior high,200,no
94,female,salesman,A,57,junior high,930,no
69,third,neet,A,44,doctor,2400,no
20,female,scientest,B,39,master,830,no
90,male,singer,O,90,senior high,7800,no
85,third,teacher,AB,80,university,5200,no
82,third,salesman,O,74,university,770,no
51,third,engineer,A,87,doctor,30,no
53,female,student,A,46,senior high,9900,no
12,male,singer,A,58,junior high,550,no
10,third,engineer,AB,61,junior high,57,no
10,third,programmer,A,64,primary,1000,no
14,female,student,B,56,university,930,no
66,male,programmer,A,92,university,96,no
7,female,engineer,B,94,doctor,6400,no
32,female,scientest,AB,86,primary,32,no
0,third,salesman,AB,36,junior high,1800,no
34,female,singer,AB,51,doctor,900,no
60,male,teacher,O,75,university,99,no
90,male,chef,O,84,doctor,940,no
4,third,scientest,O,38,university,25,no
38,male,student,B,51,master,54,no
75,third,scientest,AB,75,doctor,630,no
54,third,engineer,B,48,master,510,no
58,female,student,A,71,doctor,200,no
82,female,singer,AB,55,doctor,37,no
54,male,salesman,O,98,primary,840,no
92,female,chef,A,80,senior high,140,no
34,third,chef,B,55,primary,600,yes
26,male,neet,B,61,university,480,no
6,male,salesman,O,35,doctor,290,no
82,male,scientest,AB,74,junior high,780,no
25,female,salesman,B,97,doctor,7900,no
22,female,student,O,55,junior high,14,yes
36,female,teacher,O,78,junior high,8100,yes
80,male,engineer,O,96,master,56,no
50,third,salesman,B,77,senior high,96,no
54,male,student,AB,97,master,80,no
51,female,singer,A,39,senior high,8000,no
9,male,programmer,AB,87,university,730,no
74,third,singer,B,84,doctor,67,no
94,female,neet,O,91,senior high,98,no
39,third,salesman,O,60,master,90,yes
36,male,student,AB,91,master,8500,no
8,female,programmer,B,37,master,260,no
61,male,student,A,58,university,3,no
98,third,chef,O,79,junior high,680,no
87,female,engineer,B,69,doctor,810,no
4,male,programmer,B,36,senior high,1600,no
78,female,chef,O,62,junior high,760,no
97,male,engineer,A,68,senior high,1500,no
47,male,salesman,B,57,senior high,40,no
39,male,neet,B,39,university,53,no
50,female,singer,A,65,doctor,3000,no
2,male,chef,AB,52,primary,880,no
19,third,singer,O,47,primary,14,yes
55,third,chef,O,81,primary,1300,no
78,female,teacher,O,62,primary,370,no
72,male,salesman,AB,54,primary,83,no
84,female,neet,O,49,primary,400,no
83,third,neet,B,52,primary,160,no
48,female,singer,B,87,master,66,no
6,third,salesman,AB,77,master,47,no
51,male,neet,A,62,senior high,51,no
81,female,student,B,58,university,400,no
96,third,scientest,AB,48,senior high,62,no
57,male,engineer,A,91,doctor,68,no
58,male,teacher,AB,97,doctor,4000,no
33,female,student,O,52,primary,6200,yes
97,third,engineer,O,65,doctor,2,no
52,female,programmer,A,58,senior high,340,no
52,third,scientest,AB,62,university,23,no
42,male,scientest,O,45,primary,90,no
53,male,salesman,O,42,university,6400,no
45,male,teacher,O,45,primary,10,no
1,male,programmer,A,84,senior high,520,no
10,female,singer,AB,69,senior high,27,no
2,female,teacher,B,98,senior high,8000,no
37,male,singer,AB,79,junior high,610,no
77,third,teacher,O,66,master,820,no
14,female,student,AB,64,senior high,780,no
55,third,student,O,91,university,7900,no
63,female,engineer,AB,60,master,92,no
29,third,teacher,A,48,university,610,no
52,third,programmer,O,69,senior high,550,no
61,third,neet,O,97,master,310,no
32,female,teacher,B,75,doctor,470,no
55,male,singer,AB,72,doctor,880,no
74,female,engineer,B,66,master,9800,no
81,female,teacher,O,93,primary,7700,no
81,third,neet,B,66,university,9700,no
10,third,student,O,85,primary,40,no
85,third,singer,B,47,senior high,19,no
9,third,engineer,AB,78,junior high,890,no
46,female,programmer,A,50,primary,3800,no
5,third,chef,AB,35,master,7700,no
80,third,scientest,AB,47,primary,940,no
65,third,neet,AB,67,senior high,5,no
70,female,scientest,AB,59,primary,500,no
36,female,teacher,A,70,doctor,1000,no
65,third,programmer,B,73,doctor,190,no
14,third,neet,B,95,master,830,no
48,third,teacher,A,92,junior high,580,no
6,male,programmer,A,35,senior high,930,no
37,female,salesman,O,41,junior high,520,yes
89,third,neet,O,57,university,66,no
31,female,scientest,B,76,junior high,6400,no
3,male,singer,A,62,doctor,1200,no
90,third,neet,AB,63,junior high,740,no
42,third,programmer,A,63,primary,5300,no
91,third,singer,AB,96,master,26,no
51,female,engineer,A,50,junior high,4400,no
37,third,student,B,42,doctor,7800,no
14,third,chef,B,41,primary,5,no
96,third,teacher,B,77,primary,370,no
78,female,teacher,O,44,junior high,740,no
91,third,teacher,AB,92,doctor,46,no
97,male,programmer,A,65,university,9500,no
22,third,singer,A,66,primary,300,no
46,female,neet,AB,66,university,510,no
14,male,salesman,A,55,doctor,8200,no
40,third,programmer,AB,71,junior high,560,no
7,female,scientest,AB,76,doctor,9800,no
72,third,chef,A,48,master,8200,no
97,third,teacher,O,41,master,27,no
96,female,engineer,O,64,primary,180,no
93,female,student,O,77,senior high,71,no
19,female,salesman,A,94,doctor,20,no
22,female,salesman,A,84,senior high,86,no
22,male,teacher,AB,96,doctor,730,no
47,male,teacher,A,86,primary,2,no
25,male,neet,A,65,senior high,80,no
40,female,salesman,AB,66,doctor,5800,no
18,male,chef,O,60,junior high,5400,yes
34,third,scientest,O,88,primary,5100,yes
49,female,singer,B,46,primary,770,no
2,male,singer,A,95,primary,3100,no
35,third,salesman,AB,92,senior high,100,no
21,third,singer,A,98,master,4800,no
27,male,salesman,B,49,master,700,no
6,male,teacher,B,71,primary,1200,no
68,third,salesman,A,56,university,50,no
99,third,programmer,B,54,primary,8300,no
14,male,engineer,B,36,doctor,70,no
43,third,scientest,AB,64,master,970,yes
8,male,programmer,O,72,master,70,no
36,male,salesman,AB,82,doctor,43,no
96,female,chef,B,57,junior high,240,no
34,female,salesman,O,44,junior high,430,yes
53,male,programmer,AB,62,junior high,20,no
24,third,programmer,A,35,senior high,9900,no
28,female,student,O,43,primary,90,yes
70,third,teacher,B,37,master,78,no
33,male,singer,O,54,university,730,yes
34,third,scientest,AB,77,primary,710,no
63,third,engineer,A,58,master,66,no
81,male,teacher,O,44,university,6700,no
23,third,programmer,O,73,senior high,990,yes
30,female,teacher,B,46,doctor,9200,no
9,third,salesman,AB,92,doctor,1300,no
78,male,engineer,A,39,university,500,no
28,male,engineer,AB,99,master,2800,yes
92,male,scientest,B,81,primary,100,no
30,male,teacher,B,55,university,100,no
34,female,chef,AB,88,junior high,610,yes
66,male,scientest,A,70,master,5300,no
87,third,scientest,B,67,senior high,6100,no
61,male,student,A,50,master,4,no
99,male,salesman,AB,35,primary,940,no
91,male,programmer,AB,35,university,680,no
24,third,student,O,38,primary,1000,yes
65,third,engineer,A,73,primary,69,no
8,female,chef,B,65,university,390,no
28,female,programmer,B,95,university,1900,no
43,female,programmer,AB,40,junior high,460,no
11,female,neet,B,62,doctor,990,no
9,male,student,O,93,doctor,300,no
77,male,teacher,O,83,master,750,no
53,female,chef,B,43,master,40,no
20,third,scientest,B,97,junior high,540,no
39,male,programmer,AB,79,primary,1000,no
99,third,neet,AB,77,junior high,1700,no
91,male,teacher,O,89,senior high,7900,no
20,female,salesman,AB,60,junior high,820,no
30,female,programmer,A,58,master,74,yes
20,third,chef,A,59,university,13,yes
26,third,neet,A,97,primary,7300,no
20,third,singer,B,46,university,660,no
55,third,scientest,A,46,university,20,no
4,female,programmer,AB,81,senior high,8,no
85,third,student,AB,53,university,3400,no
87,male,singer,O,51,senior high,520,no
56,female,chef,B,93,master,5800,no
34,female,scientest,B,39,master,5500,yes
96,third,salesman,AB,38,senior high,810,no
82,female,programmer,B,70,university,8400,no
61,third,singer,AB,36,master,360,no
86,male,chef,O,86,doctor,62,no
71,female,scientest,O,86,junior high,22,no
29,female,programmer,A,88,junior high,510,no
97,male,student,B,61,junior high,37,no
62,female,chef,A,43,doctor,80,no
5,female,scientest,A,64,junior high,90,no
94,female,scientest,A,71,primary,4,no
59,third,scientest,A,78,master,2700,no
1,third,scientest,AB,93,master,2400,no
7,third,chef,B,59,primary,71,no
32,female,singer,AB,94,junior high,100,no
75,female,engineer,O,96,doctor,830,no
13,female,student,B,73,primary,16,no
88,male,teacher,O,39,senior high,3500,no
70,female,neet,B,98,primary,8,no
49,third,teacher,O,83,master,96,no
77,female,student,B,83,doctor,83,no
94,male,engineer,B,48,doctor,570,no
35,female,student,O,75,senior high,390,yes
87,female,chef,B,72,university,67,no
60,male,salesman,B,50,master,55,no
79,male,salesman,B,37,senior high,40,no
17,male,scientest,A,42,master,83,no
32,third,programmer,AB,50,primary,6400,no
40,third,student,A,52,master,90,no
40,third,neet,A,36,junior high,36,no
81,male,scientest,B,54,junior high,1100,no
26,third,chef,A,58,university,10,yes
47,female,student,AB,52,master,80,no
89,female,salesman,B,60,primary,3100,no
51,male,programmer,O,58,doctor,60,no
36,female,engineer,O,42,doctor,5600,yes
89,female,neet,A,68,primary,2000,no
31,female,neet,A,84,primary,740,no
50,female,salesman,A,64,doctor,960,no
67,male,scientest,B,78,junior high,690,no
85,third,chef,B,36,doctor,170,no
9,third,scientest,B,35,doctor,410,no
34,male,chef,O,52,university,440,yes
68,third,singer,B,76,junior high,62,no
78,third,neet,O,72,junior high,20,no
19,male,neet,A,47,university,30,no
95,female,programmer,B,81,master,880,no
18,male,engineer,A,84,doctor,150,no
16,male,neet,AB,62,doctor,52,no
71,female,neet,AB,64,university,430,no
58,female,student,AB,72,master,15,no
26,female,salesman,O,66,university,43,yes
95,third,neet,AB,88,doctor,70,no
42,female,scientest,A,91,doctor,5100,yes
7,female,teacher,AB,39,master,700,no
12,male,singer,A,54,master,2800,no
14,male,singer,B,71,master,19,no
3,third,chef,B,84,master,9800,no
85,male,chef,B,52,university,370,no
5,third,programmer,B,87,master,810,no
42,third,salesman,AB,75,university,800,no
93,third,teacher,B,39,university,590,no
32,male,salesman,O,70,primary,1000,yes
14,third,singer,O,61,junior high,5700,no
64,third,neet,AB,55,senior high,86,no
47,male,student,A,67,junior high,740,no
36,male,chef,B,36,senior high,170,yes
30,male,salesman,B,93,primary,9500,no
17,male,singer,A,41,primary,5400,no
0,third,engineer,B,37,master,82,no
8,female,teacher,A,65,master,21,no
59,female,engineer,O,84,primary,8600,no
83,third,chef,A,47,senior high,400,no
89,third,programmer,O,68,doctor,5700,no
67,male,chef,O,41,junior high,1800,no
68,female,neet,B,58,doctor,2500,no
99,male,engineer,B,37,senior high,71,no
68,third,salesman,A,76,junior high,280,no
21,female,salesman,A,44,primary,990,no
94,female,singer,AB,68,master,83,no
69,female,salesman,A,75,senior high,6800,no
35,female,singer,O,50,master,500,yes
2,female,singer,AB,56,primary,6700,no
65,female,programmer,B,41,senior high,100,no
86,male,chef,O,85,doctor,30,no
49,female,singer,O,93,junior high,11,no
78,male,salesman,AB,90,junior high,41,no
52,female,chef,AB,52,senior high,5900,no
35,male,student,A,59,junior high,9300,no
70,male,neet,O,75,master,580,no
50,female,scientest,A,65,primary,8000,no
33,male,scientest,A,87,university,40,no
27,female,engineer,AB,76,university,750,no
10,third,teacher,B,81,doctor,45,no
77,male,singer,AB,79,doctor,10,no
89,third,chef,B,63,senior high,40,no
14,male,teacher,AB,68,master,300,no
28,third,teacher,B,43,master,730,no
19,male,student,B,39,senior high,25,no
83,male,student,B,83,primary,14,no
52,male,salesman,AB,97,university,7100,no
65,male,salesman,AB,67,primary,1800,no
34,third,scientest,O,58,university,8600,yes
99,third,programmer,A,53,university,200,no
19,female,student,AB,43,senior high,6,no
1,third,salesman,A,65,university,83,no
94,third,student,O,63,university,590,no
63,male,neet,O,35,university,7000,no
80,male,chef,AB,75,master,79,no
42,third,teacher,AB,99,junior high,67,no
59,male,scientest,O,60,senior high,330,no
20,male,programmer,B,83,junior high,530,no
41,male,singer,AB,50,master,1500,no
22,female,student,O,61,senior high,55,yes
81,female,neet,AB,87,university,850,no
23,female,salesman,O,57,junior high,820,yes
20,third,teacher,O,53,master,300,yes
61,female,neet,B,59,university,1900,no
7,third,teacher,B,51,senior high,3,no
51,female,teacher,B,36,doctor,260,no
35,female,scientest,AB,55,primary,2200,no
32,third,teacher,AB,94,senior high,97,no
92,male,programmer,AB,80,primary,96,no
34,third,student,A,87,senior high,1,no
48,third,neet,B,76,senior high,6900,no
11,female,neet,A,85,university,930,no
10,third,engineer,AB,62,master,2500,no
22,male,programmer,A,64,primary,720,no
76,male,programmer,A,65,senior high,51,no
0,third,engineer,B,52,junior high,700,no
12,female,scientest,B,36,master,13,yes
28,male,student,A,67,doctor,35,no
56,third,scientest,O,61,primary,10000,no
26,female,singer,A,50,doctor,7500,no
63,female,engineer,B,83,doctor,9900,no
1,third,engineer,AB,68,master,77,no
91,female,engineer,A,96,junior high,1500,no
64,female,neet,O,59,primary,760,no
33,male,scientest,O,69,doctor,9600,yes
96,female,chef,O,65,primary,3900,no
93,third,programmer,B,66,senior high,330,no
58,male,salesman,B,95,senior high,12,no
43,male,programmer,A,70,master,380,yes
65,third,teacher,O,52,doctor,3700,no
54,female,engineer,O,64,junior high,5,no
75,male,programmer,O,63,junior high,700,no
91,third,teacher,O,51,university,200,no
98,male,teacher,AB,52,doctor,25,no
99,third,student,AB,71,master,62,no
3,male,singer,A,99,junior high,8500,no
38,female,scientest,B,77,senior high,32,no
13,female,chef,B,53,master,4300,no
