Age,Gender,Occupations,Blood group,Height,Weight,Education,Choosed
72,male,neet,AB,193,70,university,no
31,male,singer,O,160,39,university,yes
67,male,chef,AB,157,65,junior high,no
62,female,salesman,B,147,43,university,no
56,third,neet,AB,199,61,master,no
93,third,student,B,170,77,doctor,no
62,third,neet,A,182,91,junior high,no
40,third,scientest,A,163,45,doctor,yes
72,female,neet,A,174,81,master,no
97,female,teacher,O,193,58,senior high,no
69,female,programmer,O,169,71,master,no
39,third,singer,B,183,72,junior high,no
90,third,teacher,B,166,79,junior high,no
73,female,scientest,B,156,63,junior high,no
45,female,student,O,164,68,master,no
17,male,student,A,181,80,primary,no
63,female,singer,AB,163,97,junior high,no
43,male,neet,O,150,54,primary,no
62,male,teacher,B,165,78,senior high,no
47,female,scientest,AB,195,52,junior high,no
72,female,student,A,141,94,primary,no
81,female,programmer,AB,142,44,senior high,no
94,female,salesman,A,195,57,junior high,no
69,third,neet,A,145,44,doctor,no
20,female,scientest,B,156,39,master,no
90,male,singer,O,188,90,senior high,no
85,third,teacher,AB,182,80,university,no
82,third,salesman,O,158,74,university,no
51,third,engineer,A,142,87,doctor,no
53,female,student,A,140,46,senior high,no
12,male,singer,A,180,58,junior high,no
10,third,engineer,AB,149,61,junior high,no
10,third,programmer,A,182,64,primary,no
14,female,student,B,160,56,university,no
66,male,programmer,A,169,92,university,no
7,female,engineer,B,164,94,doctor,no
32,female,scientest,AB,171,86,primary,no
0,third,salesman,AB,168,36,junior high,no
34,female,singer,AB,158,51,doctor,no
60,male,teacher,O,156,75,university,no
90,male,chef,O,193,84,doctor,no
4,third,scientest,O,185,38,university,no
38,male,student,B,174,51,master,no
75,third,scientest,AB,162,75,doctor,no
54,third,engineer,B,146,48,master,no
58,female,student,A,170,71,doctor,no
82,female,singer,AB,186,55,doctor,no
54,male,salesman,O,193,98,primary,no
92,female,chef,A,167,80,senior high,no
34,third,chef,B,187,55,primary,yes
26,male,neet,B,144,61,university,no
6,male,salesman,O,167,35,doctor,no
82,male,scientest,AB,147,74,junior high,no
25,female,salesman,B,193,97,doctor,no
22,female,student,O,186,55,junior high,yes
36,female,teacher,O,177,78,junior high,yes
80,male,engineer,O,146,96,master,no
50,third,salesman,B,154,77,senior high,no
54,male,student,AB,166,97,master,no
51,female,singer,A,197,39,senior high,no
9,male,programmer,AB,143,87,university,no
74,third,singer,B,176,84,doctor,no
94,female,neet,O,176,91,senior high,no
39,third,salesman,O,183,60,master,yes
36,male,student,AB,155,91,master,no
8,female,programmer,B,150,37,master,no
61,male,student,A,180,58,university,no
98,third,chef,O,187,79,junior high,no
87,female,engineer,B,192,69,doctor,no
4,male,programmer,B,182,36,senior high,no
78,female,chef,O,167,62,junior high,no
97,male,engineer,A,196,68,senior high,no
47,male,salesman,B,140,57,senior high,no
39,male,neet,B,169,39,university,no
50,female,singer,A,146,65,doctor,no
2,male,chef,AB,144,52,primary,no
19,third,singer,O,140,47,primary,yes
55,third,chef,O,181,81,primary,no
78,female,teacher,O,169,62,primary,no
72,male,salesman,AB,173,54,primary,no
84,female,neet,O,182,49,primary,no
83,third,neet,B,151,52,primary,no
48,female,singer,B,186,87,master,no
6,third,salesman,AB,172,77,master,no
51,male,neet,A,199,62,senior high,no
81,female,student,B,162,58,university,no
96,third,scientest,AB,165,48,senior high,no
57,male,engineer,A,141,91,doctor,no
58,male,teacher,AB,152,97,doctor,no
33,female,student,O,165,52,primary,yes
97,third,engineer,O,179,65,doctor,no
52,female,programmer,A,173,58,senior high,no
52,third,scientest,AB,195,62,university,no
42,male,scientest,O,190,45,primary,no
53,male,salesman,O,153,42,university,no
45,male,teacher,O,165,45,primary,no
1,male,programmer,A,156,84,senior high,no
10,female,singer,AB,170,69,senior high,no
2,female,teacher,B,157,98,senior high,no
37,male,singer,AB,192,79,junior high,no
77,third,teacher,O,179,66,master,no
14,female,student,AB,185,64,senior high,no
55,third,student,O,199,91,university,no
63,female,engineer,AB,189,60,master,no
29,third,teacher,A,170,48,university,no
52,third,programmer,O,192,69,senior high,no
61,third,neet,O,163,97,master,no
32,female,teacher,B,150,75,doctor,no
55,male,singer,AB,198,72,doctor,no
74,female,engineer,B,185,66,master,no
81,female,teacher,O,148,93,primary,no
81,third,neet,B,155,66,university,no
10,third,student,O,195,85,primary,no
85,third,singer,B,151,47,senior high,no
9,third,engineer,AB,190,78,junior high,no
46,female,programmer,A,153,50,primary,no
5,third,chef,AB,169,35,master,no
80,third,scientest,AB,143,47,primary,no
65,third,neet,AB,165,67,senior high,no
70,female,scientest,AB,191,59,primary,no
36,female,teacher,A,167,70,doctor,no
65,third,programmer,B,181,73,doctor,no
14,third,neet,B,185,95,master,no
48,third,teacher,A,149,92,junior high,no
6,male,programmer,A,150,35,senior high,no
37,female,salesman,O,158,41,junior high,yes
89,third,neet,O,175,57,university,no
31,female,scientest,B,182,76,junior high,no
3,male,singer,A,195,62,doctor,no
90,third,neet,AB,177,63,junior high,no
42,third,programmer,A,173,63,primary,no
91,third,singer,AB,172,96,master,no
51,female,engineer,A,170,50,junior high,no
37,third,student,B,162,42,doctor,no
14,third,chef,B,174,41,primary,no
96,third,teacher,B,193,77,primary,no
78,female,teacher,O,187,44,junior high,no
91,third,teacher,AB,181,92,doctor,no
97,male,programmer,A,149,65,university,no
22,third,singer,A,185,66,primary,no
46,female,neet,AB,168,66,university,no
14,male,salesman,A,168,55,doctor,no
40,third,programmer,AB,179,71,junior high,no
7,female,scientest,AB,162,76,doctor,no
72,third,chef,A,180,48,master,no
97,third,teacher,O,186,41,master,no
96,female,engineer,O,141,64,primary,no
93,female,student,O,198,77,senior high,no
19,female,salesman,A,152,94,doctor,no
22,female,salesman,A,159,84,senior high,no
22,male,teacher,AB,193,96,doctor,no
47,male,teacher,A,190,86,primary,no
25,male,neet,A,166,65,senior high,no
40,female,salesman,AB,156,66,doctor,no
18,male,chef,O,147,60,junior high,yes
34,third,scientest,O,164,88,primary,yes
49,female,singer,B,199,46,primary,no
2,male,singer,A,150,95,primary,no
35,third,salesman,AB,164,92,senior high,no
21,third,singer,A,153,98,master,no
27,male,salesman,B,174,49,master,no
6,male,teacher,B,168,71,primary,no
68,third,salesman,A,198,56,university,no
99,third,programmer,B,158,54,primary,no
14,male,engineer,B,150,36,doctor,no
43,third,scientest,AB,171,64,master,yes
8,male,programmer,O,180,72,master,no
36,male,salesman,AB,144,82,doctor,no
96,female,chef,B,161,57,junior high,no
34,female,salesman,O,185,44,junior high,yes
53,male,programmer,AB,146,62,junior high,no
24,third,programmer,A,142,35,senior high,no
28,female,student,O,153,43,primary,yes
70,third,teacher,B,185,37,master,no
33,male,singer,O,192,54,university,yes
34,third,scientest,AB,175,77,primary,no
63,third,engineer,A,177,58,master,no
81,male,teacher,O,152,44,university,no
23,third,programmer,O,146,73,senior high,yes
30,female,teacher,B,146,46,doctor,no
9,third,salesman,AB,195,92,doctor,no
78,male,engineer,A,185,39,university,no
28,male,engineer,AB,169,99,master,yes
92,male,scientest,B,184,81,primary,no
30,male,teacher,B,157,55,university,no
34,female,chef,AB,183,88,junior high,yes
66,male,scientest,A,188,70,master,no
87,third,scientest,B,191,67,senior high,no
61,male,student,A,173,50,master,no
99,male,salesman,AB,195,35,primary,no
91,male,programmer,AB,175,35,university,no
24,third,student,O,147,38,primary,yes
65,third,engineer,A,145,73,primary,no
8,female,chef,B,183,65,university,no
28,female,programmer,B,186,95,university,no
43,female,programmer,AB,171,40,junior high,no
11,female,neet,B,173,62,doctor,no
9,male,student,O,172,93,doctor,no
77,male,teacher,O,149,83,master,no
53,female,chef,B,140,43,master,no
20,third,scientest,B,168,97,junior high,no
39,male,programmer,AB,186,79,primary,no
99,third,neet,AB,163,77,junior high,no
91,male,teacher,O,152,89,senior high,no
20,female,salesman,AB,149,60,junior high,no
30,female,programmer,A,193,58,master,yes
20,third,chef,A,156,59,university,yes
26,third,neet,A,185,97,primary,no
20,third,singer,B,189,46,university,no
55,third,scientest,A,172,46,university,no
4,female,programmer,AB,193,81,senior high,no
85,third,student,AB,173,53,university,no
87,male,singer,O,157,51,senior high,no
56,female,chef,B,169,93,master,no
34,female,scientest,B,166,39,master,yes
96,third,salesman,AB,194,38,senior high,no
82,female,programmer,B,163,70,university,no
61,third,singer,AB,194,36,master,no
86,male,chef,O,173,86,doctor,no
71,female,scientest,O,195,86,junior high,no
29,female,programmer,A,182,88,junior high,no
97,male,student,B,153,61,junior high,no
62,female,chef,A,166,43,doctor,no
5,female,scientest,A,163,64,junior high,no
94,female,scientest,A,171,71,primary,no
59,third,scientest,A,198,78,master,no
1,third,scientest,AB,155,93,master,no
7,third,chef,B,188,59,primary,no
32,female,singer,AB,152,94,junior high,no
75,female,engineer,O,158,96,doctor,no
13,female,student,B,171,73,primary,no
88,male,teacher,O,193,39,senior high,no
70,female,neet,B,142,98,primary,no
49,third,teacher,O,170,83,master,no
77,female,student,B,163,83,doctor,no
94,male,engineer,B,144,48,doctor,no
35,female,student,O,158,75,senior high,yes
87,female,chef,B,166,72,university,no
60,male,salesman,B,190,50,master,no
79,male,salesman,B,158,37,senior high,no
17,male,scientest,A,162,42,master,no
32,third,programmer,AB,146,50,primary,no
40,third,student,A,179,52,master,no
40,third,neet,A,160,36,junior high,no
81,male,scientest,B,194,54,junior high,no
26,third,chef,A,194,58,university,yes
47,female,student,AB,160,52,master,no
89,female,salesman,B,146,60,primary,no
51,male,programmer,O,193,58,doctor,no
36,female,engineer,O,187,42,doctor,yes
89,female,neet,A,159,68,primary,no
31,female,neet,A,176,84,primary,no
50,female,salesman,A,191,64,doctor,no
67,male,scientest,B,170,78,junior high,no
85,third,chef,B,154,36,doctor,no
9,third,scientest,B,186,35,doctor,no
34,male,chef,O,169,52,university,yes
68,third,singer,B,189,76,junior high,no
78,third,neet,O,191,72,junior high,no
19,male,neet,A,149,47,university,no
95,female,programmer,B,168,81,master,no
18,male,engineer,A,142,84,doctor,no
16,male,neet,AB,140,62,doctor,no
71,female,neet,AB,180,64,university,no
58,female,student,AB,152,72,master,no
26,female,salesman,O,146,66,university,yes
95,third,neet,AB,191,88,doctor,no
42,female,scientest,A,172,91,doctor,yes
7,female,teacher,AB,195,39,master,no
12,male,singer,A,164,54,master,no
14,male,singer,B,156,71,master,no
3,third,chef,B,163,84,master,no
85,male,chef,B,160,52,university,no
5,third,programmer,B,166,87,master,no
42,third,salesman,AB,160,75,university,no
93,third,teacher,B,171,39,university,no
32,male,salesman,O,165,70,primary,yes
14,third,singer,O,143,61,junior high,no
64,third,neet,AB,178,55,senior high,no
47,male,student,A,157,67,junior high,no
36,male,chef,B,178,36,senior high,yes
30,male,salesman,B,156,93,primary,no
17,male,singer,A,193,41,primary,no
0,third,engineer,B,161,37,master,no
8,female,teacher,A,166,65,master,no
59,female,engineer,O,141,84,primary,no
83,third,chef,A,156,47,senior high,no
89,third,programmer,O,150,68,doctor,no
67,male,chef,O,171,41,junior high,no
68,female,neet,B,168,58,doctor,no
99,male,engineer,B,198,37,senior high,no
68,third,salesman,A,149,76,junior high,no
21,female,salesman,A,184,44,primary,no
94,female,singer,AB,160,68,master,no
69,female,salesman,A,190,75,senior high,no
35,female,singer,O,146,50,master,yes
2,female,singer,AB,166,56,primary,no
65,female,programmer,B,176,41,senior high,no
86,male,chef,O,196,85,doctor,no
49,female,singer,O,191,93,junior high,no
78,male,salesman,AB,156,90,junior high,no
52,female,chef,AB,158,52,senior high,no
35,male,student,A,179,59,junior high,no
70,male,neet,O,190,75,master,no
50,female,scientest,A,169,65,primary,no
33,male,scientest,A,168,87,university,no
27,female,engineer,AB,142,76,university,no
10,third,teacher,B,174,81,doctor,no
77,male,singer,AB,189,79,doctor,no
89,third,chef,B,183,63,senior high,no
14,male,teacher,AB,145,68,master,no
28,third,teacher,B,152,43,master,no
19,male,student,B,188,39,senior high,no
83,male,student,B,144,83,primary,no
52,male,salesman,AB,183,97,university,no
65,male,salesman,AB,142,67,primary,no
34,third,scientest,O,146,58,university,yes
99,third,programmer,A,172,53,university,no
19,female,student,AB,171,43,senior high,no
1,third,salesman,A,180,65,university,no
94,third,student,O,142,63,university,no
63,male,neet,O,174,35,university,no
80,male,chef,AB,147,75,master,no
42,third,teacher,AB,152,99,junior high,no
59,male,scientest,O,189,60,senior high,no
20,male,programmer,B,142,83,junior high,no
41,male,singer,AB,192,50,master,no
22,female,student,O,159,61,senior high,yes
81,female,neet,AB,143,87,university,no
23,female,salesman,O,194,57,junior high,yes
20,third,teacher,O,169,53,master,yes
61,female,neet,B,190,59,university,no
7,third,teacher,B,188,51,senior high,no
51,female,teacher,B,180,36,doctor,no
35,female,scientest,AB,185,55,primary,no
32,third,teacher,AB,154,94,senior high,no
92,male,programmer,AB,167,80,primary,no
34,third,student,A,187,87,senior high,no
48,third,neet,B,161,76,senior high,no
11,female,neet,A,169,85,university,no
10,third,engineer,AB,148,62,master,no
22,male,programmer,A,192,64,primary,no
76,male,programmer,A,146,65,senior high,no
0,third,engineer,B,178,52,junior high,no
12,female,scientest,B,173,36,master,yes
28,male,student,A,160,67,doctor,no
56,third,scientest,O,146,61,primary,no
26,female,singer,A,193,50,doctor,no
63,female,engineer,B,161,83,doctor,no
1,third,engineer,AB,199,68,master,no
91,female,engineer,A,197,96,junior high,no
64,female,neet,O,148,59,primary,no
33,male,scientest,O,182,69,doctor,yes
96,female,chef,O,192,65,primary,no
93,third,programmer,B,156,66,senior high,no
58,male,salesman,B,176,95,senior high,no
43,male,programmer,A,149,70,master,yes
65,third,teacher,O,147,52,doctor,no
54,female,engineer,O,188,64,junior high,no
75,male,programmer,O,167,63,junior high,no
91,third,teacher,O,140,51,university,no
98,male,teacher,AB,149,52,doctor,no
99,third,student,AB,184,71,master,no
3,male,singer,A,195,99,junior high,no
38,female,scientest,B,143,77,senior high,no
13,female,chef,B,171,53,master,no
75,female,engineer,A,145,91,senior high,no
21,female,neet,O,161,80,university,yes
60,female,chef,A,180,60,doctor,no
75,male,programmer,B,149,50,senior high,no
44,male,scientest,A,152,73,junior high,no
71,male,teacher,A,189,53,primary,no
39,third,singer,O,199,77,junior high,yes
43,third,salesman,A,148,67,junior high,no
21,third,engineer,AB,186,60,junior high,no
59,male,engineer,O,161,39,senior high,no
81,third,engineer,A,180,79,university,no
70,female,programmer,B,189,62,master,no
86,female,singer,B,180,84,primary,no
50,third,neet,B,185,96,senior high,no
20,female,chef,B,143,41,university,yes
54,third,chef,AB,153,71,senior high,no
73,male,engineer,B,180,70,university,no
65,male,programmer,A,167,91,primary,no
23,male,engineer,A,146,72,primary,no
37,male,chef,A,160,58,junior high,yes
83,male,salesman,B,195,42,junior high,no
82,third,programmer,B,178,42,university,no
42,third,engineer,O,143,87,doctor,yes
48,third,student,B,191,72,primary,no
50,third,programmer,AB,167,74,junior high,no
39,third,neet,O,152,98,senior high,yes
96,third,engineer,O,166,64,university,no
65,third,engineer,AB,199,98,master,no
62,third,scientest,B,160,88,university,no
84,third,teacher,A,188,79,junior high,no
85,third,scientest,AB,164,79,master,no
54,third,salesman,A,158,64,master,no
58,female,singer,AB,199,60,university,no
97,female,salesman,B,182,39,master,no
33,third,chef,AB,154,97,master,yes
59,female,salesman,B,164,49,doctor,no
35,third,singer,A,168,70,senior high,no
61,third,teacher,O,146,97,junior high,no
25,third,salesman,AB,142,35,master,no
41,male,scientest,AB,162,80,primary,no
82,male,teacher,A,152,57,senior high,no
44,female,chef,O,178,42,senior high,yes
59,female,programmer,AB,186,76,master,no
25,male,chef,A,165,59,primary,yes
78,male,engineer,AB,165,92,doctor,no
78,third,student,A,166,55,doctor,no
22,female,engineer,AB,176,81,master,yes
71,male,singer,AB,178,49,university,no
18,male,chef,AB,178,54,master,yes
49,female,chef,O,182,84,senior high,yes
32,third,chef,B,177,46,university,yes
5,female,chef,AB,197,90,senior high,no
17,female,engineer,AB,149,63,university,no
27,female,scientest,B,189,40,primary,no
93,male,singer,O,143,52,master,no
74,female,student,AB,158,35,senior high,no
65,third,salesman,O,147,81,primary,no
49,male,teacher,AB,189,51,master,no
52,female,programmer,B,182,85,university,no
78,third,neet,AB,191,88,senior high,no
72,male,scientest,A,198,72,doctor,no
35,male,teacher,A,195,77,primary,no
83,male,teacher,B,160,39,doctor,no
95,male,salesman,O,199,39,doctor,no
