Age,Gender,Occupations,Blood group,Education,Choosed
1,third,chef,A,doctor,no
44,female,salesman,O,primary,no
16,female,chef,O,university,yes
23,female,scientest,O,university,yes
8,female,student,AB,doctor,no
16,female,student,A,junior high,no
30,female,neet,O,master,yes
82,female,salesman,AB,senior high,no
2,third,singer,A,doctor,no
91,female,singer,A,master,no
47,male,scientest,A,university,no
94,third,programmer,A,junior high,no
3,third,neet,O,junior high,no
92,third,programmer,AB,junior high,no
7,third,salesman,AB,junior high,no
63,male,salesman,O,doctor,no
73,third,salesman,B,primary,no
10,female,salesman,A,senior high,no
95,third,neet,AB,master,no
89,male,teacher,A,master,no
53,male,student,A,university,no
46,female,programmer,O,senior high,no
21,third,scientest,A,primary,no
0,third,chef,A,master,no
21,third,teacher,AB,doctor,no
1,male,scientest,A,master,no
65,male,student,AB,master,no
89,male,singer,B,university,no
5,female,chef,O,primary,no
22,third,scientest,O,junior high,yes
58,female,student,B,master,no
4,female,student,A,junior high,no
98,female,scientest,A,doctor,no
12,female,salesman,O,junior high,no
45,third,salesman,O,primary,no
51,third,scientest,A,doctor,no
35,third,chef,B,senior high,yes
40,third,chef,O,university,yes
78,female,chef,O,junior high,no
94,male,salesman,B,junior high,no
59,male,chef,B,primary,no
3,female,singer,B,senior high,no
31,male,neet,B,senior high,no
6,female,engineer,B,university,no
55,male,salesman,A,junior high,no
52,third,programmer,O,senior high,no
98,female,salesman,O,senior high,no
45,third,programmer,A,university,no
0,female,engineer,B,primary,no
80,third,salesman,AB,senior high,no
1,male,scientest,O,university,no
88,third,chef,O,primary,no
3,female,engineer,B,university,no
28,male,programmer,O,senior high,yes
5,male,chef,AB,senior high,no
41,female,singer,B,junior high,no
9,third,neet,A,senior high,no
75,third,scientest,O,senior high,no
71,male,salesman,B,doctor,no
38,female,neet,A,master,no
54,third,neet,B,doctor,no
2,third,teacher,A,primary,no
0,third,programmer,A,junior high,no
61,female,chef,O,junior high,no
41,female,scientest,A,primary,no
81,third,engineer,AB,doctor,no
17,female,student,O,master,yes
77,third,singer,O,primary,no
79,male,neet,AB,primary,no
64,female,singer,A,senior high,no
30,third,programmer,O,university,yes
60,third,student,O,primary,no
55,male,chef,A,doctor,no
9,male,salesman,AB,primary,no
14,male,teacher,B,senior high,no
96,female,student,B,doctor,no
56,third,singer,B,senior high,no
63,third,salesman,A,doctor,no
23,third,student,B,senior high,no
36,female,programmer,O,senior high,yes
0,third,chef,B,master,no
18,male,scientest,AB,junior high,no
9,male,programmer,O,university,no
82,third,neet,B,primary,no
19,male,singer,O,university,yes
79,female,chef,O,university,no
72,female,programmer,O,master,no
21,third,student,O,master,yes
45,third,scientest,B,master,yes
43,male,salesman,A,doctor,no
73,male,salesman,O,master,no
66,third,scientest,O,senior high,no
85,female,engineer,AB,university,no
9,female,singer,AB,primary,no
39,female,teacher,O,junior high,yes
15,male,salesman,A,senior high,no
65,third,student,AB,junior high,no
74,third,neet,AB,senior high,no
86,female,chef,AB,university,no
37,third,engineer,B,primary,no
46,male,singer,A,primary,no
17,female,chef,B,junior high,no
14,third,scientest,A,doctor,no
7,male,scientest,A,senior high,no
81,male,student,O,junior high,no
65,male,singer,AB,primary,no
8,male,neet,O,junior high,no
27,male,salesman,B,senior high,no
42,female,student,O,junior high,no
77,male,engineer,O,master,no
56,male,programmer,B,university,no
49,male,engineer,O,senior high,no
92,third,singer,B,university,no
68,third,scientest,AB,university,no
46,male,programmer,B,primary,no
15,third,chef,A,primary,no
97,male,scientest,A,university,no
12,male,programmer,B,master,no
36,male,teacher,AB,master,no
39,female,singer,AB,university,no
90,male,chef,A,doctor,no
10,female,teacher,A,junior high,no
15,third,student,B,primary,no
27,third,singer,A,university,no
94,third,chef,B,senior high,no
10,male,student,A,doctor,yes
57,third,neet,A,junior high,no
78,male,engineer,A,master,no
73,female,teacher,B,primary,no
89,female,engineer,A,junior high,no
80,female,chef,B,university,no
70,female,programmer,O,doctor,no
11,female,singer,O,primary,no
85,third,teacher,A,primary,no
77,third,neet,A,doctor,no
62,female,singer,B,primary,no
70,female,programmer,B,university,no
32,female,salesman,O,doctor,yes
6,female,singer,O,university,no
54,third,salesman,AB,junior high,no
89,male,singer,A,primary,no
87,third,programmer,AB,university,no
23,third,teacher,AB,doctor,no
71,female,teacher,A,master,no
32,female,engineer,O,doctor,yes
80,female,student,A,university,no
93,female,teacher,O,doctor,no
26,female,neet,O,primary,yes
55,third,programmer,AB,university,no
53,male,neet,O,primary,no
65,third,singer,AB,junior high,no
18,third,student,A,primary,no
89,third,student,B,master,no
2,female,teacher,B,junior high,no
26,third,student,A,university,no
67,female,singer,O,primary,no
62,female,engineer,B,senior high,no
42,third,teacher,A,university,no
22,male,singer,A,doctor,no
17,male,teacher,B,senior high,no
22,male,neet,A,master,no
88,female,programmer,B,junior high,no
27,female,singer,B,doctor,no
95,third,student,A,junior high,no
37,female,student,B,doctor,no
37,third,engineer,A,junior high,no
62,third,engineer,A,junior high,no
55,female,singer,B,university,no
10,male,salesman,AB,doctor,no
75,female,neet,O,university,no
15,third,singer,O,doctor,no
35,male,singer,A,senior high,no
95,third,chef,B,doctor,no
17,third,student,B,doctor,no
58,male,singer,O,primary,no
8,third,neet,O,senior high,no
92,female,neet,A,senior high,no
16,third,chef,B,doctor,no
6,male,student,O,university,no
61,female,neet,B,master,no
80,female,scientest,B,primary,no
45,third,programmer,O,master,yes
66,third,scientest,A,junior high,no
79,female,neet,B,senior high,no
45,female,teacher,A,senior high,no
58,third,chef,AB,senior high,no
20,male,student,AB,master,no
0,female,engineer,O,master,no
78,male,engineer,O,senior high,no
41,third,scientest,B,junior high,no
45,third,neet,O,university,no
29,male,chef,B,senior high,yes
71,third,chef,B,doctor,no
5,female,scientest,AB,master,no
87,female,singer,A,senior high,no
5,male,student,A,doctor,no
95,third,singer,AB,junior high,no
88,female,programmer,AB,primary,no
25,third,teacher,B,junior high,no
39,male,engineer,B,senior high,no
95,male,programmer,B,senior high,no
78,third,programmer,O,master,no
88,third,neet,AB,university,no
51,third,salesman,B,senior high,no
66,female,singer,B,university,no
78,male,singer,AB,primary,no
56,female,neet,B,doctor,no
17,male,teacher,B,senior high,no
24,third,student,B,senior high,no
65,male,engineer,O,primary,no
69,third,engineer,AB,senior high,no
50,male,teacher,O,senior high,no
15,female,teacher,AB,master,no
68,third,scientest,B,master,no
1,male,teacher,A,master,no
80,female,singer,AB,junior high,no
12,third,salesman,B,doctor,no
84,third,engineer,O,university,no
66,male,chef,AB,university,no
40,female,programmer,A,senior high,no
66,third,teacher,A,junior high,no
66,third,singer,A,doctor,no
70,female,salesman,O,senior high,no
6,female,programmer,B,junior high,no
42,third,neet,AB,junior high,no
31,female,student,A,primary,no
93,third,scientest,O,master,no
45,male,scientest,A,doctor,yes
87,female,programmer,O,doctor,no
98,female,neet,AB,master,no
12,male,salesman,A,junior high,no
58,third,engineer,A,university,no
39,third,singer,AB,senior high,no
36,male,chef,A,senior high,yes
31,third,singer,AB,master,no
66,male,singer,O,senior high,no
13,third,teacher,B,junior high,no
54,female,programmer,O,doctor,no
78,third,engineer,O,university,no
73,third,teacher,AB,master,no
55,third,engineer,O,junior high,no
58,male,programmer,O,primary,no
31,third,programmer,B,university,no
24,third,teacher,O,senior high,yes
11,male,scientest,O,university,no
18,male,teacher,B,senior high,no
10,third,singer,B,primary,no
38,female,engineer,A,primary,no
53,male,chef,B,senior high,no
9,third,programmer,A,doctor,no
57,third,salesman,A,university,no
62,third,teacher,B,primary,no
85,female,chef,AB,doctor,no
42,male,chef,A,senior high,yes
91,female,teacher,AB,doctor,no
29,third,student,A,junior high,no
38,third,engineer,O,junior high,yes
54,female,salesman,B,primary,no
2,male,scientest,B,primary,no
85,female,teacher,AB,doctor,no
60,male,chef,O,junior high,no
3,third,scientest,AB,primary,no
51,third,student,AB,senior high,no
47,male,chef,A,senior high,yes
69,female,teacher,AB,junior high,no
92,female,engineer,B,university,no
70,female,salesman,A,junior high,no
51,male,engineer,A,junior high,no
39,female,singer,B,master,no
49,male,engineer,B,primary,no
39,third,teacher,AB,primary,no
88,third,singer,A,senior high,no
0,male,scientest,A,primary,no
40,male,scientest,AB,senior high,no
34,male,neet,A,junior high,no
90,female,salesman,O,master,no
75,third,student,O,master,no
23,male,singer,B,primary,no
39,third,scientest,A,senior high,no
72,male,programmer,B,university,no
15,male,singer,O,senior high,no
36,female,salesman,B,master,no
31,male,chef,O,senior high,yes
93,female,salesman,A,university,no
14,male,salesman,A,master,no
76,third,teacher,AB,doctor,no
32,male,neet,B,senior high,no
27,male,teacher,B,senior high,no
31,female,student,A,master,no
90,third,neet,AB,master,no
94,third,student,B,primary,no
64,female,chef,A,university,no
39,male,neet,O,master,yes
56,third,teacher,O,junior high,no
89,male,engineer,AB,doctor,no
15,female,scientest,AB,senior high,no
86,female,programmer,B,junior high,no
7,third,student,A,master,no
81,third,teacher,B,university,no
55,male,salesman,AB,junior high,no
26,male,teacher,B,primary,no
79,female,chef,AB,master,no
35,third,neet,B,doctor,no
41,male,neet,AB,primary,no
10,third,neet,AB,primary,no
92,third,chef,AB,university,no
19,third,programmer,AB,doctor,no
22,third,chef,AB,doctor,yes
93,female,engineer,AB,senior high,no
9,male,engineer,A,doctor,no
23,third,programmer,A,junior high,no
16,male,teacher,O,master,yes
61,female,singer,O,primary,no
29,male,salesman,O,primary,yes
1,third,teacher,B,doctor,no
54,third,scientest,O,master,no
85,third,student,A,junior high,no
4,male,student,O,senior high,no
15,female,scientest,B,master,yes
52,third,student,B,junior high,no
65,female,neet,B,university,no
58,male,salesman,O,junior high,no
18,third,chef,O,university,yes
57,female,scientest,AB,university,no
66,male,engineer,O,junior high,no
14,third,programmer,O,master,no
3,male,student,A,senior high,no
64,male,singer,AB,primary,no
56,third,engineer,B,master,no
99,third,chef,AB,master,no
14,third,salesman,AB,university,no
26,third,chef,AB,primary,yes
30,third,salesman,B,junior high,no
35,male,salesman,AB,primary,no
85,male,engineer,B,university,no
72,male,student,B,senior high,no
14,third,salesman,AB,senior high,no
42,female,engineer,A,junior high,no
89,male,neet,AB,doctor,no
35,male,programmer,A,senior high,no
50,female,scientest,O,junior high,no
