Age,Occupations,Blood group,Weight,Education,Choosed
1,chef,A,99,doctor,no
44,salesman,O,80,primary,no
16,chef,O,53,university,yes
23,scientest,O,93,university,yes
8,student,AB,90,doctor,no
16,student,A,59,junior high,no
30,neet,O,84,master,yes
82,salesman,AB,42,senior high,no
2,singer,A,53,doctor,no
91,singer,A,91,master,no
47,scientest,A,83,university,no
94,programmer,A,97,junior high,no
3,neet,O,90,junior high,no
92,programmer,AB,86,junior high,no
7,salesman,AB,47,junior high,no
63,salesman,O,73,doctor,no
73,salesman,B,62,primary,no
10,salesman,A,47,senior high,no
95,neet,AB,43,master,no
89,teacher,A,55,master,no
53,student,A,93,university,no
46,programmer,O,80,senior high,no
21,scientest,A,76,primary,no
0,chef,A,49,master,no
21,teacher,AB,78,doctor,no
1,scientest,A,67,master,no
65,student,AB,90,master,no
89,singer,B,41,university,no
5,chef,O,56,primary,no
22,scientest,O,51,junior high,yes
58,student,B,83,master,no
4,student,A,51,junior high,no
98,scientest,A,57,doctor,no
12,salesman,O,78,junior high,no
45,salesman,O,35,primary,no
51,scientest,A,76,doctor,no
35,chef,B,76,senior high,yes
40,chef,O,99,university,yes
78,chef,O,49,junior high,no
94,salesman,B,46,junior high,no
59,chef,B,85,primary,no
3,singer,B,76,senior high,no
31,neet,B,49,senior high,no
6,engineer,B,51,university,no
55,salesman,A,73,junior high,no
52,programmer,O,75,senior high,no
98,salesman,O,52,senior high,no
45,programmer,A,85,university,no
0,engineer,B,91,primary,no
80,salesman,AB,50,senior high,no
1,scientest,O,44,university,no
88,chef,O,50,primary,no
3,engineer,B,42,university,no
28,programmer,O,83,senior high,yes
5,chef,AB,45,senior high,no
41,singer,B,72,junior high,no
9,neet,A,36,senior high,no
75,scientest,O,81,senior high,no
71,salesman,B,93,doctor,no
38,neet,A,58,master,no
54,neet,B,90,doctor,no
2,teacher,A,57,primary,no
0,programmer,A,40,junior high,no
61,chef,O,93,junior high,no
41,scientest,A,42,primary,no
81,engineer,AB,80,doctor,no
17,student,O,92,master,yes
77,singer,O,56,primary,no
79,neet,AB,95,primary,no
64,singer,A,37,senior high,no
30,programmer,O,60,university,yes
60,student,O,63,primary,no
55,chef,A,70,doctor,no
9,salesman,AB,57,primary,no
14,teacher,B,96,senior high,no
96,student,B,99,doctor,no
56,singer,B,45,senior high,no
63,salesman,A,99,doctor,no
23,student,B,59,senior high,no
36,programmer,O,85,senior high,yes
0,chef,B,97,master,no
18,scientest,AB,78,junior high,no
9,programmer,O,52,university,no
82,neet,B,38,primary,no
19,singer,O,37,university,yes
79,chef,O,51,university,no
72,programmer,O,59,master,no
21,student,O,51,master,yes
45,scientest,B,96,master,yes
43,salesman,A,49,doctor,no
73,salesman,O,47,master,no
66,scientest,O,75,senior high,no
85,engineer,AB,44,university,no
9,singer,AB,79,primary,no
39,teacher,O,65,junior high,yes
15,salesman,A,73,senior high,no
65,student,AB,55,junior high,no
74,neet,AB,99,senior high,no
86,chef,AB,84,university,no
37,engineer,B,64,primary,no
46,singer,A,55,primary,no
17,chef,B,59,junior high,no
14,scientest,A,69,doctor,no
7,scientest,A,48,senior high,no
81,student,O,87,junior high,no
65,singer,AB,44,primary,no
8,neet,O,92,junior high,no
27,salesman,B,70,senior high,no
42,student,O,92,junior high,no
77,engineer,O,71,master,no
56,programmer,B,95,university,no
49,engineer,O,85,senior high,no
92,singer,B,67,university,no
68,scientest,AB,84,university,no
46,programmer,B,37,primary,no
15,chef,A,83,primary,no
97,scientest,A,53,university,no
12,programmer,B,59,master,no
36,teacher,AB,94,master,no
39,singer,AB,82,university,no
90,chef,A,41,doctor,no
10,teacher,A,77,junior high,no
15,student,B,40,primary,no
27,singer,A,65,university,no
94,chef,B,58,senior high,no
10,student,A,43,doctor,yes
57,neet,A,85,junior high,no
78,engineer,A,83,master,no
73,teacher,B,89,primary,no
89,engineer,A,63,junior high,no
80,chef,B,65,university,no
70,programmer,O,50,doctor,no
11,singer,O,68,primary,no
85,teacher,A,68,primary,no
77,neet,A,85,doctor,no
62,singer,B,61,primary,no
70,programmer,B,87,university,no
32,salesman,O,64,doctor,yes
6,singer,O,76,university,no
54,salesman,AB,64,junior high,no
89,singer,A,67,primary,no
87,programmer,AB,67,university,no
23,teacher,AB,97,doctor,no
71,teacher,A,49,master,no
32,engineer,O,66,doctor,yes
80,student,A,94,university,no
93,teacher,O,46,doctor,no
26,neet,O,69,primary,yes
55,programmer,AB,99,university,no
53,neet,O,75,primary,no
65,singer,AB,96,junior high,no
18,student,A,38,primary,no
89,student,B,71,master,no
2,teacher,B,67,junior high,no
26,student,A,74,university,no
67,singer,O,63,primary,no
62,engineer,B,46,senior high,no
42,teacher,A,97,university,no
22,singer,A,69,doctor,no
17,teacher,B,52,senior high,no
22,neet,A,69,master,no
88,programmer,B,43,junior high,no
27,singer,B,59,doctor,no
95,student,A,82,junior high,no
37,student,B,86,doctor,no
37,engineer,A,99,junior high,no
62,engineer,A,60,junior high,no
55,singer,B,66,university,no
10,salesman,AB,72,doctor,no
75,neet,O,50,university,no
15,singer,O,54,doctor,no
35,singer,A,51,senior high,no
95,chef,B,63,doctor,no
17,student,B,77,doctor,no
58,singer,O,56,primary,no
8,neet,O,62,senior high,no
92,neet,A,54,senior high,no
16,chef,B,48,doctor,no
6,student,O,53,university,no
61,neet,B,38,master,no
80,scientest,B,49,primary,no
45,programmer,O,52,master,yes
66,scientest,A,56,junior high,no
79,neet,B,38,senior high,no
45,teacher,A,37,senior high,no
58,chef,AB,37,senior high,no
20,student,AB,89,master,no
0,engineer,O,89,master,no
78,engineer,O,87,senior high,no
41,scientest,B,38,junior high,no
45,neet,O,85,university,no
29,chef,B,94,senior high,yes
71,chef,B,78,doctor,no
5,scientest,AB,45,master,no
87,singer,A,74,senior high,no
5,student,A,57,doctor,no
95,singer,AB,97,junior high,no
88,programmer,AB,76,primary,no
25,teacher,B,69,junior high,no
39,engineer,B,93,senior high,no
95,programmer,B,74,senior high,no
78,programmer,O,84,master,no
88,neet,AB,40,university,no
51,salesman,B,67,senior high,no
66,singer,B,35,university,no
78,singer,AB,39,primary,no
56,neet,B,63,doctor,no
17,teacher,B,83,senior high,no
24,student,B,59,senior high,no
65,engineer,O,81,primary,no
69,engineer,AB,47,senior high,no
50,teacher,O,97,senior high,no
15,teacher,AB,55,master,no
68,scientest,B,75,master,no
1,teacher,A,54,master,no
80,singer,AB,89,junior high,no
12,salesman,B,97,doctor,no
84,engineer,O,55,university,no
66,chef,AB,71,university,no
40,programmer,A,96,senior high,no
66,teacher,A,61,junior high,no
66,singer,A,64,doctor,no
70,salesman,O,75,senior high,no
6,programmer,B,65,junior high,no
42,neet,AB,85,junior high,no
31,student,A,62,primary,no
93,scientest,O,78,master,no
45,scientest,A,77,doctor,yes
87,programmer,O,68,doctor,no
98,neet,AB,69,master,no
12,salesman,A,91,junior high,no
58,engineer,A,66,university,no
39,singer,AB,81,senior high,no
36,chef,A,93,senior high,yes
31,singer,AB,82,master,no
66,singer,O,93,senior high,no
13,teacher,B,57,junior high,no
54,programmer,O,59,doctor,no
78,engineer,O,95,university,no
73,teacher,AB,79,master,no
55,engineer,O,44,junior high,no
58,programmer,O,47,primary,no
31,programmer,B,82,university,no
24,teacher,O,74,senior high,yes
11,scientest,O,88,university,no
18,teacher,B,81,senior high,no
10,singer,B,48,primary,no
38,engineer,A,57,primary,no
53,chef,B,43,senior high,no
9,programmer,A,62,doctor,no
57,salesman,A,91,university,no
62,teacher,B,70,primary,no
85,chef,AB,87,doctor,no
42,chef,A,87,senior high,yes
91,teacher,AB,65,doctor,no
29,student,A,67,junior high,no
38,engineer,O,99,junior high,yes
54,salesman,B,52,primary,no
2,scientest,B,83,primary,no
85,teacher,AB,47,doctor,no
60,chef,O,91,junior high,no
3,scientest,AB,61,primary,no
51,student,AB,35,senior high,no
47,chef,A,58,senior high,yes
69,teacher,AB,71,junior high,no
92,engineer,B,47,university,no
70,salesman,A,76,junior high,no
51,engineer,A,72,junior high,no
39,singer,B,62,master,no
49,engineer,B,55,primary,no
39,teacher,AB,96,primary,no
88,singer,A,86,senior high,no
0,scientest,A,51,primary,no
40,scientest,AB,79,senior high,no
34,neet,A,85,junior high,no
90,salesman,O,66,master,no
75,student,O,65,master,no
23,singer,B,69,primary,no
39,scientest,A,42,senior high,no
72,programmer,B,78,university,no
15,singer,O,70,senior high,no
36,salesman,B,53,master,no
31,chef,O,81,senior high,yes
93,salesman,A,65,university,no
14,salesman,A,88,master,no
76,teacher,AB,70,doctor,no
32,neet,B,47,senior high,no
27,teacher,B,40,senior high,no
31,student,A,75,master,no
90,neet,AB,98,master,no
94,student,B,43,primary,no
64,chef,A,97,university,no
39,neet,O,48,master,yes
56,teacher,O,72,junior high,no
89,engineer,AB,89,doctor,no
15,scientest,AB,99,senior high,no
86,programmer,B,71,junior high,no
7,student,A,88,master,no
81,teacher,B,87,university,no
55,salesman,AB,54,junior high,no
26,teacher,B,58,primary,no
79,chef,AB,83,master,no
35,neet,B,79,doctor,no
41,neet,AB,37,primary,no
10,neet,AB,86,primary,no
92,chef,AB,51,university,no
19,programmer,AB,90,doctor,no
22,chef,AB,85,doctor,yes
93,engineer,AB,98,senior high,no
9,engineer,A,75,doctor,no
23,programmer,A,91,junior high,no
16,teacher,O,96,master,yes
61,singer,O,91,primary,no
29,salesman,O,63,primary,yes
1,teacher,B,89,doctor,no
54,scientest,O,89,master,no
85,student,A,43,junior high,no
4,student,O,89,senior high,no
15,scientest,B,37,master,yes
52,student,B,46,junior high,no
65,neet,B,77,university,no
58,salesman,O,52,junior high,no
18,chef,O,90,university,yes
57,scientest,AB,49,university,no
66,engineer,O,47,junior high,no
14,programmer,O,54,master,no
3,student,A,96,senior high,no
64,singer,AB,73,primary,no
56,engineer,B,46,master,no
99,chef,AB,39,master,no
14,salesman,AB,80,university,no
26,chef,AB,85,primary,yes
30,salesman,B,43,junior high,no
35,salesman,AB,52,primary,no
85,engineer,B,95,university,no
72,student,B,94,senior high,no
14,salesman,AB,76,senior high,no
42,engineer,A,45,junior high,no
89,neet,AB,86,doctor,no
35,programmer,A,66,senior high,no
50,scientest,O,54,junior high,no
