Gender,Occupations,Blood group,Weight,Education,Choosed
third,chef,A,99,doctor,no
female,salesman,O,80,primary,no
female,chef,O,53,university,yes
female,scientest,O,93,university,yes
female,student,AB,90,doctor,no
female,student,A,59,junior high,no
female,neet,O,84,master,yes
female,salesman,AB,42,senior high,no
third,singer,A,53,doctor,no
female,singer,A,91,master,no
male,scientest,A,83,university,no
third,programmer,A,97,junior high,no
third,neet,O,90,junior high,no
third,programmer,AB,86,junior high,no
third,salesman,AB,47,junior high,no
male,salesman,O,73,doctor,no
third,salesman,B,62,primary,no
female,salesman,A,47,senior high,no
third,neet,AB,43,master,no
male,teacher,A,55,master,no
male,student,A,93,university,no
female,programmer,O,80,senior high,no
third,scientest,A,76,primary,no
third,chef,A,49,master,no
third,teacher,AB,78,doctor,no
male,scientest,A,67,master,no
male,student,AB,90,master,no
male,singer,B,41,university,no
female,chef,O,56,primary,no
third,scientest,O,51,junior high,yes
female,student,B,83,master,no
female,student,A,51,junior high,no
female,scientest,A,57,doctor,no
female,salesman,O,78,junior high,no
third,salesman,O,35,primary,no
third,scientest,A,76,doctor,no
third,chef,B,76,senior high,yes
third,chef,O,99,university,yes
female,chef,O,49,junior high,no
male,salesman,B,46,junior high,no
male,chef,B,85,primary,no
female,singer,B,76,senior high,no
male,neet,B,49,senior high,no
female,engineer,B,51,university,no
male,salesman,A,73,junior high,no
third,programmer,O,75,senior high,no
female,salesman,O,52,senior high,no
third,programmer,A,85,university,no
female,engineer,B,91,primary,no
third,salesman,AB,50,senior high,no
male,scientest,O,44,university,no
third,chef,O,50,primary,no
female,engineer,B,42,university,no
male,programmer,O,83,senior high,yes
male,chef,AB,45,senior high,no
female,singer,B,72,junior high,no
third,neet,A,36,senior high,no
third,scientest,O,81,senior high,no
male,salesman,B,93,doctor,no
female,neet,A,58,master,no
third,neet,B,90,doctor,no
third,teacher,A,57,primary,no
third,programmer,A,40,junior high,no
female,chef,O,93,junior high,no
female,scientest,A,42,primary,no
third,engineer,AB,80,doctor,no
female,student,O,92,master,yes
third,singer,O,56,primary,no
male,neet,AB,95,primary,no
female,singer,A,37,senior high,no
third,programmer,O,60,university,yes
third,student,O,63,primary,no
male,chef,A,70,doctor,no
male,salesman,AB,57,primary,no
male,teacher,B,96,senior high,no
female,student,B,99,doctor,no
third,singer,B,45,senior high,no
third,salesman,A,99,doctor,no
third,student,B,59,senior high,no
female,programmer,O,85,senior high,yes
third,chef,B,97,master,no
male,scientest,AB,78,junior high,no
male,programmer,O,52,university,no
third,neet,B,38,primary,no
male,singer,O,37,university,yes
female,chef,O,51,university,no
female,programmer,O,59,master,no
third,student,O,51,master,yes
third,scientest,B,96,master,yes
male,salesman,A,49,doctor,no
male,salesman,O,47,master,no
third,scientest,O,75,senior high,no
female,engineer,AB,44,university,no
female,singer,AB,79,primary,no
female,teacher,O,65,junior high,yes
male,salesman,A,73,senior high,no
third,student,AB,55,junior high,no
third,neet,AB,99,senior high,no
female,chef,AB,84,university,no
third,engineer,B,64,primary,no
male,singer,A,55,primary,no
female,chef,B,59,junior high,no
third,scientest,A,69,doctor,no
male,scientest,A,48,senior high,no
male,student,O,87,junior high,no
male,singer,AB,44,primary,no
male,neet,O,92,junior high,no
male,salesman,B,70,senior high,no
female,student,O,92,junior high,no
male,engineer,O,71,master,no
male,programmer,B,95,university,no
male,engineer,O,85,senior high,no
third,singer,B,67,university,no
third,scientest,AB,84,university,no
male,programmer,B,37,primary,no
third,chef,A,83,primary,no
male,scientest,A,53,university,no
male,programmer,B,59,master,no
male,teacher,AB,94,master,no
female,singer,AB,82,university,no
male,chef,A,41,doctor,no
female,teacher,A,77,junior high,no
third,student,B,40,primary,no
third,singer,A,65,university,no
third,chef,B,58,senior high,no
male,student,A,43,doctor,yes
third,neet,A,85,junior high,no
male,engineer,A,83,master,no
female,teacher,B,89,primary,no
female,engineer,A,63,junior high,no
female,chef,B,65,university,no
female,programmer,O,50,doctor,no
female,singer,O,68,primary,no
third,teacher,A,68,primary,no
third,neet,A,85,doctor,no
female,singer,B,61,primary,no
female,programmer,B,87,university,no
female,salesman,O,64,doctor,yes
female,singer,O,76,university,no
third,salesman,AB,64,junior high,no
male,singer,A,67,primary,no
third,programmer,AB,67,university,no
third,teacher,AB,97,doctor,no
female,teacher,A,49,master,no
female,engineer,O,66,doctor,yes
female,student,A,94,university,no
female,teacher,O,46,doctor,no
female,neet,O,69,primary,yes
third,programmer,AB,99,university,no
male,neet,O,75,primary,no
third,singer,AB,96,junior high,no
third,student,A,38,primary,no
third,student,B,71,master,no
female,teacher,B,67,junior high,no
third,student,A,74,university,no
female,singer,O,63,primary,no
female,engineer,B,46,senior high,no
third,teacher,A,97,university,no
male,singer,A,69,doctor,no
male,teacher,B,52,senior high,no
male,neet,A,69,master,no
female,programmer,B,43,junior high,no
female,singer,B,59,doctor,no
third,student,A,82,junior high,no
female,student,B,86,doctor,no
third,engineer,A,99,junior high,no
third,engineer,A,60,junior high,no
female,singer,B,66,university,no
male,salesman,AB,72,doctor,no
female,neet,O,50,university,no
third,singer,O,54,doctor,no
male,singer,A,51,senior high,no
third,chef,B,63,doctor,no
third,student,B,77,doctor,no
male,singer,O,56,primary,no
third,neet,O,62,senior high,no
female,neet,A,54,senior high,no
third,chef,B,48,doctor,no
male,student,O,53,university,no
female,neet,B,38,master,no
female,scientest,B,49,primary,no
third,programmer,O,52,master,yes
third,scientest,A,56,junior high,no
female,neet,B,38,senior high,no
female,teacher,A,37,senior high,no
third,chef,AB,37,senior high,no
male,student,AB,89,master,no
female,engineer,O,89,master,no
male,engineer,O,87,senior high,no
third,scientest,B,38,junior high,no
third,neet,O,85,university,no
male,chef,B,94,senior high,yes
third,chef,B,78,doctor,no
female,scientest,AB,45,master,no
female,singer,A,74,senior high,no
male,student,A,57,doctor,no
third,singer,AB,97,junior high,no
female,programmer,AB,76,primary,no
third,teacher,B,69,junior high,no
male,engineer,B,93,senior high,no
male,programmer,B,74,senior high,no
third,programmer,O,84,master,no
third,neet,AB,40,university,no
third,salesman,B,67,senior high,no
female,singer,B,35,university,no
male,singer,AB,39,primary,no
female,neet,B,63,doctor,no
male,teacher,B,83,senior high,no
third,student,B,59,senior high,no
male,engineer,O,81,primary,no
third,engineer,AB,47,senior high,no
male,teacher,O,97,senior high,no
female,teacher,AB,55,master,no
third,scientest,B,75,master,no
male,teacher,A,54,master,no
female,singer,AB,89,junior high,no
third,salesman,B,97,doctor,no
third,engineer,O,55,university,no
male,chef,AB,71,university,no
female,programmer,A,96,senior high,no
third,teacher,A,61,junior high,no
third,singer,A,64,doctor,no
female,salesman,O,75,senior high,no
female,programmer,B,65,junior high,no
third,neet,AB,85,junior high,no
female,student,A,62,primary,no
third,scientest,O,78,master,no
male,scientest,A,77,doctor,yes
female,programmer,O,68,doctor,no
female,neet,AB,69,master,no
male,salesman,A,91,junior high,no
third,engineer,A,66,university,no
third,singer,AB,81,senior high,no
male,chef,A,93,senior high,yes
third,singer,AB,82,master,no
male,singer,O,93,senior high,no
third,teacher,B,57,junior high,no
female,programmer,O,59,doctor,no
third,engineer,O,95,university,no
third,teacher,AB,79,master,no
third,engineer,O,44,junior high,no
male,programmer,O,47,primary,no
third,programmer,B,82,university,no
third,teacher,O,74,senior high,yes
male,scientest,O,88,university,no
male,teacher,B,81,senior high,no
third,singer,B,48,primary,no
female,engineer,A,57,primary,no
male,chef,B,43,senior high,no
third,programmer,A,62,doctor,no
third,salesman,A,91,university,no
third,teacher,B,70,primary,no
female,chef,AB,87,doctor,no
male,chef,A,87,senior high,yes
female,teacher,AB,65,doctor,no
third,student,A,67,junior high,no
third,engineer,O,99,junior high,yes
female,salesman,B,52,primary,no
male,scientest,B,83,primary,no
female,teacher,AB,47,doctor,no
male,chef,O,91,junior high,no
third,scientest,AB,61,primary,no
third,student,AB,35,senior high,no
male,chef,A,58,senior high,yes
female,teacher,AB,71,junior high,no
female,engineer,B,47,university,no
female,salesman,A,76,junior high,no
male,engineer,A,72,junior high,no
female,singer,B,62,master,no
male,engineer,B,55,primary,no
third,teacher,AB,96,primary,no
third,singer,A,86,senior high,no
male,scientest,A,51,primary,no
male,scientest,AB,79,senior high,no
male,neet,A,85,junior high,no
female,salesman,O,66,master,no
third,student,O,65,master,no
male,singer,B,69,primary,no
third,scientest,A,42,senior high,no
male,programmer,B,78,university,no
male,singer,O,70,senior high,no
female,salesman,B,53,master,no
male,chef,O,81,senior high,yes
female,salesman,A,65,university,no
male,salesman,A,88,master,no
third,teacher,AB,70,doctor,no
male,neet,B,47,senior high,no
male,teacher,B,40,senior high,no
female,student,A,75,master,no
third,neet,AB,98,master,no
third,student,B,43,primary,no
female,chef,A,97,university,no
male,neet,O,48,master,yes
third,teacher,O,72,junior high,no
male,engineer,AB,89,doctor,no
female,scientest,AB,99,senior high,no
female,programmer,B,71,junior high,no
third,student,A,88,master,no
third,teacher,B,87,university,no
male,salesman,AB,54,junior high,no
male,teacher,B,58,primary,no
female,chef,AB,83,master,no
third,neet,B,79,doctor,no
male,neet,AB,37,primary,no
third,neet,AB,86,primary,no
third,chef,AB,51,university,no
third,programmer,AB,90,doctor,no
third,chef,AB,85,doctor,yes
female,engineer,AB,98,senior high,no
male,engineer,A,75,doctor,no
third,programmer,A,91,junior high,no
male,teacher,O,96,master,yes
female,singer,O,91,primary,no
male,salesman,O,63,primary,yes
third,teacher,B,89,doctor,no
third,scientest,O,89,master,no
third,student,A,43,junior high,no
male,student,O,89,senior high,no
female,scientest,B,37,master,yes
third,student,B,46,junior high,no
female,neet,B,77,university,no
male,salesman,O,52,junior high,no
third,chef,O,90,university,yes
female,scientest,AB,49,university,no
male,engineer,O,47,junior high,no
third,programmer,O,54,master,no
male,student,A,96,senior high,no
male,singer,AB,73,primary,no
third,engineer,B,46,master,no
third,chef,AB,39,master,no
third,salesman,AB,80,university,no
third,chef,AB,85,primary,yes
third,salesman,B,43,junior high,no
male,salesman,AB,52,primary,no
male,engineer,B,95,university,no
male,student,B,94,senior high,no
third,salesman,AB,76,senior high,no
female,engineer,A,45,junior high,no
male,neet,AB,86,doctor,no
male,programmer,A,66,senior high,no
female,scientest,O,54,junior high,no
